Address,ChildListingUrl,ChildListings,Description,DispensaryName,Email,Facebook,Friday,Instagram,ListingUrl,Listings,Monday,Phone,Saturday,State,StoreUrl,Sunday,Thursday,Tuesday,Twitter,Type,Website,Wednesday,latitude,longitude
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/stem-on-may,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/rabbit-hole-cannabis-dispensary,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/steady-eddi-supply-co,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/vertica-okc,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/woke-wellness-1,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/cvltivation-clvb,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/green-peace-inc,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/46-releaf-1,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/green-roots-wellness,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/the-peak-craft-okc-dispensary,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/the-peak-quail-springs-okc-dispensary,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/great-barrier-reefer-medical-dispensary,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/hazy-leaf,,,,,,,,,
,https://weedmaps.com/dispensaries/in/united-states/oklahoma/ardmore,Ardmore,,,,,,,https://weedmaps.com/dispensaries/in/united-states/oklahoma,Oklahoma,,,,United States,https://weedmaps.com/dispensaries/starbuds-lake-hefner,,,,,,,,,
